"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nxt1",1.63590032279151e-05,0.798384800527458,0.424,0.227,0.528150419213239,"10","Nxt1"
"Id3.6",1.64882772834553e-05,-1.32747202004022,0.677,0.677,0.532324032096356,"10","Id3"
"0610009L18Rik.3",1.65247658406775e-05,0.634431747309838,0.465,0.243,0.533502065166273,"10","0610009L18Rik"
"Tmtc1.3",1.68206964742999e-05,0.742253846131686,0.495,0.284,0.543056185672773,"10","Tmtc1"
"Mtmr9.6",1.68389899872517e-05,0.517403913600102,0.758,0.482,0.543646791738421,"10","Mtmr9"
"H2afy2.4",1.69693798086273e-05,0.741843034919601,0.444,0.243,0.547856427121531,"10","H2afy2"
"Atf6b.4",1.72383495149414e-05,0.555478964284699,0.737,0.468,0.556540114089882,"10","Atf6b"
"Mrps35.2",1.73040900824257e-05,0.574409567604624,0.636,0.38,0.558662548311115,"10","Mrps35"
"Nectin1.3",1.73693465654253e-05,0.552928116852963,0.667,0.411,0.560769353864754,"10","Nectin1"
"Grk6.4",1.73826805497261e-05,0.552271713426832,0.747,0.496,0.561199841547908,"10","Grk6"
"Pdk3.3",1.73998504420244e-05,0.60266022055817,0.535,0.298,0.561754171520759,"10","Pdk3"
"Glrb.6",1.74907858155576e-05,0.337053250503353,0.939,0.856,0.564690020055276,"10","Glrb"
"Nt5dc3.6",1.75413340951388e-05,0.572343312213298,0.828,0.576,0.566321971261555,"10","Nt5dc3"
"Ilkap.3",1.76383181580236e-05,0.469563768467058,0.859,0.545,0.569453101731793,"10","Ilkap"
"Hnrnpdl.6",1.77597598901923e-05,0.353452222817868,0.97,0.825,0.573373848054858,"10","Hnrnpdl"
"Reps2.8",1.77664432637599e-05,0.430606124605337,0.899,0.655,0.573589620770488,"10","Reps2"
"Usp7.5",1.77946560909608e-05,0.513130443582391,0.848,0.579,0.57450047189667,"10","Usp7"
"Spryd4",1.78109318157593e-05,1.06229974815231,0.283,0.128,0.57502593367179,"10","Spryd4"
"Car10.8",1.78464291034532e-05,0.475124125362568,0.768,0.504,0.576171963604987,"10","Car10"
"Zbtb45.2",1.78487020594158e-05,0.662566477321176,0.576,0.337,0.57624534598824,"10","Zbtb45"
"Ccdc58",1.79007204330114e-05,0.643674210165555,0.444,0.226,0.577924759179772,"10","Ccdc58"
"Thoc6",1.79329117373167e-05,0.981820244268129,0.283,0.126,0.578964055439269,"10","Thoc6"
"Decr2.4",1.79942179309435e-05,0.652459085938509,0.495,0.271,0.58094332590051,"10","Decr2"
"Brms1l.3",1.81357830430654e-05,0.543118998690634,0.778,0.51,0.585513755545365,"10","Brms1l"
"Nhlrc1",1.81993791889544e-05,0.686538312486982,0.374,0.179,0.587566957115392,"10","Nhlrc1"
"Ythdf3.3",1.82614488435147e-05,0.534596123860709,0.737,0.457,0.589570875912873,"10","Ythdf3"
"Sun2.2",1.82856117609769e-05,0.687855097154284,0.495,0.278,0.590350975703139,"10","Sun2"
"Zfp638.3",1.83955297269161e-05,0.567338083938689,0.737,0.505,0.593899677233486,"10","Zfp638"
"Rap2b.7",1.84858470878051e-05,-1.93794345949595,0.101,0.285,0.596815573229789,"10","Rap2b"
"Pafah1b1.4",1.85492307142611e-05,0.278757991831227,0.99,0.915,0.598861913609921,"10","Pafah1b1"
"Vipas39",1.85537084564825e-05,0.554547875239172,0.727,0.446,0.599006477517536,"10","Vipas39"
"Alad.5",1.85702606688329e-05,0.757845916529154,0.556,0.334,0.599540865693269,"10","Alad"
"Leng1.1",1.8570514908123e-05,0.715340024021709,0.384,0.189,0.599549073808751,"10","Leng1"
"Anapc5.3",1.86332531926684e-05,0.367783345709979,0.98,0.806,0.601574579325299,"10","Anapc5"
"Dpm2.5",1.86967777140781e-05,0.478666664520787,0.869,0.653,0.603625468499013,"10","Dpm2"
"Babam1.4",1.87216923947213e-05,0.456734192279357,0.889,0.715,0.604429838963578,"10","Babam1"
"Plcl1.7",1.87952392527138e-05,-2.04596866952483,0.141,0.322,0.606804299273864,"10","Plcl1"
"Stxbp4",1.88108646048516e-05,0.945254404243336,0.273,0.118,0.607308763767633,"10","Stxbp4"
"Mirg.5",1.8826509975067e-05,0.443872985696066,0.626,0.365,0.607813874545037,"10","Mirg"
"8430429K09Rik",1.88306232847312e-05,0.727270441606477,0.313,0.139,0.607946672747545,"10","8430429K09Rik"
"Pnpt1.1",1.88967035625956e-05,0.930040450993122,0.354,0.174,0.610080074518399,"10","Pnpt1"
"Mrps30.1",1.89016197853414e-05,0.53386118146351,0.596,0.32,0.610238794769746,"10","Mrps30"
"Sil1.2",1.90851454901572e-05,0.674554863494791,0.525,0.297,0.616163922149725,"10","Sil1"
"St6galnac5.10",1.91423162376369e-05,-2.05111870020163,0.162,0.334,0.618009679732108,"10","St6galnac5"
"Slc25a11.3",1.92287579894523e-05,0.387874267423183,0.96,0.791,0.620800451689468,"10","Slc25a11"
"Utp18.1",1.92674826671933e-05,0.643327024548419,0.384,0.185,0.622050677910336,"10","Utp18"
"Epb41l2.5",1.92815309052711e-05,-1.2715466310384,0.364,0.503,0.622504225276677,"10","Epb41l2"
"Mtmr11",1.94161501453934e-05,0.958132714223737,0.293,0.131,0.626850407444026,"10","Mtmr11"
"E330009J07Rik.5",1.94763633308894e-05,0.530219522611796,0.697,0.415,0.628794390137763,"10","E330009J07Rik"
"Tsen15.2",1.95060096819597e-05,0.622600388497166,0.626,0.379,0.629751522582069,"10","Tsen15"
"Usp16.5",1.95586072727711e-05,0.542264226792432,0.535,0.302,0.631449635801414,"10","Usp16"
"Hcfc2.4",1.96094098821339e-05,0.597811175586793,0.475,0.249,0.633089798044693,"10","Hcfc2"
"Elavl1",1.96302589354414e-05,0.51865002267253,0.727,0.443,0.633762909730726,"10","Elavl1"
"Srpr.1",1.96820113359346e-05,0.570136559811118,0.687,0.437,0.635433735980649,"10","Srpr"
"Swsap1",1.96885702837013e-05,0.806824928296971,0.293,0.129,0.635645491609295,"10","Swsap1"
"Eci1.2",1.97028662936265e-05,0.47913617162474,0.768,0.494,0.636107038289732,"10","Eci1"
"Coil.3",1.98048312808019e-05,0.679027689600658,0.465,0.245,0.639398977900691,"10","Coil"
"Daam1.5",1.9838780808705e-05,0.48016073628186,0.727,0.431,0.64049503840904,"10","Daam1"
"Slc7a6.1",1.99518378417269e-05,0.697989582698207,0.384,0.193,0.644145084720153,"10","Slc7a6"
"Ptpn12.4",2.0036931162828e-05,0.676525062203154,0.515,0.289,0.646892322591901,"10","Ptpn12"
"Uqcc3.3",2.00391558003308e-05,0.507376151076864,0.838,0.639,0.64696414501368,"10","Uqcc3"
"Ubxn4.1",2.0093985421344e-05,0.511472166694935,0.798,0.541,0.64873431932809,"10","Ubxn4"
"Pik3r4",2.01849042287165e-05,0.602876634662897,0.545,0.309,0.651669633024112,"10","Pik3r4"
"Nkain2.4",2.0268602807602e-05,-2.05558908468765,0.111,0.294,0.654371841643431,"10","Nkain2"
"Mob2.3",2.03892546150912e-05,0.481650928361954,0.747,0.479,0.658267085248219,"10","Mob2"
"Xndc1.1",2.04101178938743e-05,0.850748412618508,0.374,0.185,0.658940656203731,"10","Xndc1"
"Gga3.5",2.06085338130483e-05,0.57195000434155,0.758,0.497,0.665346514154264,"10","Gga3"
"Trappc8.4",2.06406426952347e-05,0.757315630131079,0.606,0.386,0.666383149415653,"10","Trappc8"
"Add3.5",2.06454223459381e-05,0.390954103551768,0.919,0.734,0.666537460438612,"10","Add3"
"2410004B18Rik.3",2.07834951813667e-05,0.547843473126826,0.768,0.54,0.670995141930423,"10","2410004B18Rik"
"Vwa8.3",2.07935213229783e-05,0.672926046238502,0.566,0.326,0.671318835912354,"10","Vwa8"
"Col4a3bp.2",2.08450229375705e-05,0.414070327598203,0.768,0.485,0.672981565539462,"10","Col4a3bp"
"Eml2.7",2.0850804108536e-05,-1.00206850389353,0.525,0.605,0.673168210644086,"10","Eml2"
"Txndc9.1",2.09060668952132e-05,0.459945325602386,0.798,0.536,0.674952369711958,"10","Txndc9"
"Ppm1e.8",2.09477063341767e-05,-1.06767269270363,0.475,0.574,0.676296698998895,"10","Ppm1e"
"Rsbn1.4",2.09641227575883e-05,0.580590576843334,0.515,0.28,0.676826703228739,"10","Rsbn1"
"Ncapd3.2",2.09642394934914e-05,0.911983470742118,0.354,0.17,0.67683047204737,"10","Ncapd3"
"Eif2b5.3",2.106553824815e-05,0.500624932441803,0.737,0.48,0.680100902341522,"10","Eif2b5"
"Nprl2.2",2.11562273071365e-05,0.605772119438803,0.596,0.362,0.683028798610903,"10","Nprl2"
"Gpr89.2",2.12024072332254e-05,0.8023830610774,0.444,0.235,0.684519717524681,"10","Gpr89"
"Csnk2b.3",2.12716890110528e-05,0.332761014775048,0.96,0.844,0.686756479721841,"10","Csnk2b"
"Amfr.4",2.12771729141782e-05,0.371618410425705,0.939,0.802,0.686933527534245,"10","Amfr"
"Vtn.4",2.13047351516449e-05,-1.29021203030915,0.616,0.684,0.687823374370857,"10","Vtn"
"Spcs1.4",2.13581709226025e-05,0.317413419443066,1,0.916,0.689548548236223,"10","Spcs1"
"Pak2.4",2.13848400582636e-05,0.462452373065995,0.737,0.476,0.690409561281041,"10","Pak2"
"Zfp90",2.16209234640493e-05,0.8757179026586,0.313,0.143,0.698031514036831,"10","Zfp90"
"Ccnd3.3",2.17390099729991e-05,0.543480265672523,0.646,0.42,0.701843936978277,"10","Ccnd3"
"Adcy5.5",2.17570731070537e-05,-1.04310947195221,0.424,0.544,0.70242710526123,"10","Adcy5"
"Hibch",2.18287243689289e-05,0.838360965817014,0.364,0.178,0.704740366250869,"10","Hibch"
"Lzts1.7",2.18704480964072e-05,-1.93708401296959,0.111,0.292,0.706087416792508,"10","Lzts1"
"Sptlc1.2",2.18831961825115e-05,0.596619781928835,0.576,0.327,0.706498988752383,"10","Sptlc1"
"Ppp1r18.1",2.19123986822185e-05,0.61052449348631,0.333,0.152,0.707441791455425,"10","Ppp1r18"
"Tob1.2",2.20053400289426e-05,0.540988963609506,0.667,0.401,0.710442402834412,"10","Tob1"
"Kdelr1.1",2.21567786950135e-05,0.442548167445034,0.859,0.589,0.71533160016851,"10","Kdelr1"
"Zfp511.4",2.21849256973636e-05,0.563576536526818,0.556,0.312,0.716240326139383,"10","Zfp511"
"Syt9.4",2.22126943458994e-05,0.626579725292462,0.434,0.224,0.717136836957362,"10","Syt9"
"Ppp4c.1",2.24006277442333e-05,0.527430717213587,0.697,0.438,0.723204266722573,"10","Ppp4c"
"Rab39b.3",2.24294335152601e-05,0.674569502704726,0.576,0.333,0.724134261040171,"10","Rab39b"
"Fbxo3.5",2.24808457313296e-05,0.487275632527973,0.869,0.616,0.725794104435977,"10","Fbxo3"
"Eif1b.3",2.25002808804252e-05,0.313334133447925,1,0.909,0.726421568224528,"10","Eif1b"
"Arl6.4",2.26809151557994e-05,0.702033313562406,0.616,0.372,0.732253345804983,"10","Arl6"
"Aftph.3",2.28074613249561e-05,0.503216281050616,0.747,0.488,0.736338888876207,"10","Aftph"
"Anks3.4",2.29046639197297e-05,0.578590751384712,0.586,0.351,0.739477074648473,"10","Anks3"
"Ccne1.2",2.29853127774475e-05,0.685267638387786,0.414,0.21,0.742080823019893,"10","Ccne1"
"Smcr8",2.29974872153539e-05,0.680233013848799,0.434,0.225,0.7424738747477,"10","Smcr8"
"Tmem234.2",2.3029266486829e-05,0.404165164411422,0.949,0.749,0.743499868527275,"10","Tmem234"
"Rabif.1",2.30409522936674e-05,0.647319300019542,0.515,0.288,0.743877144801053,"10","Rabif"
"Nudcd2",2.31576202120652e-05,0.621172553282335,0.455,0.238,0.747643768546524,"10","Nudcd2"
"Polr1c.2",2.32369195163752e-05,0.487151558044366,0.636,0.357,0.750203946586174,"10","Polr1c"
"Jagn1.1",2.33922497424548e-05,0.644974911337032,0.697,0.441,0.755218782935154,"10","Jagn1"
"Tfcp2",2.34681709737936e-05,0.656059435462761,0.323,0.149,0.757669899888927,"10","Tfcp2"
"Mtmr1.4",2.34911376523884e-05,0.652420559810115,0.525,0.297,0.758411379107359,"10","Mtmr1"
"Brox",2.36233731790712e-05,0.501816629834535,0.747,0.495,0.762680603086312,"10","Brox"
"Lpin1.4",2.37645574314699e-05,0.452163233765027,0.525,0.278,0.767238736675007,"10","Lpin1"
"Smo.3",2.38706650236785e-05,0.715438387385105,0.414,0.213,0.770664420289459,"10","Smo"
"Tceal5.8",2.40108702398935e-05,0.447630156331114,0.909,0.655,0.775190945694962,"10","Tceal5"
"Gpank1.1",2.41487793393317e-05,0.639930235936735,0.434,0.226,0.779643340970323,"10","Gpank1"
"Tiparp",2.41942383789724e-05,0.72468305974945,0.313,0.141,0.781110986065125,"10","Tiparp"
"Acsl6.5",2.42939610271196e-05,0.283945899589787,0.98,0.868,0.784330531760556,"10","Acsl6"
"Cisd2.2",2.43819566133867e-05,0.559424630937922,0.818,0.573,0.787171469263191,"10","Cisd2"
"Pigo.1",2.4454012363048e-05,0.601831148093456,0.404,0.202,0.789497789141003,"10","Pigo"
"Maf1.6",2.45164081907726e-05,0.415298923628393,0.909,0.724,0.791512238439092,"10","Maf1"
"Atp6v1g1.1",2.45395986167257e-05,0.29331764714952,1,0.93,0.792260941340989,"10","Atp6v1g1"
"Immp1l.1",2.49407236174509e-05,0.581399993483501,0.707,0.498,0.805211261989403,"10","Immp1l"
"Dennd4c.1",2.49431705174516e-05,0.588476765121567,0.364,0.171,0.805290260155924,"10","Dennd4c"
"Echdc1.1",2.50461703065892e-05,0.571560816707064,0.545,0.305,0.808615608348234,"10","Echdc1"
"Lyar",2.51951073969917e-05,0.674345737245381,0.394,0.194,0.813424042311878,"10","Lyar"
"Dynlt3.5",2.52393952123667e-05,0.447083802912741,0.919,0.703,0.814853874431258,"10","Dynlt3"
"Mettl14",2.52932133285179e-05,0.700977505809755,0.394,0.197,0.816591392311199,"10","Mettl14"
"1700047M11Rik.1",2.53315975298193e-05,0.499463116593917,0.434,0.219,0.817830626250215,"10","1700047M11Rik"
"Dpy19l1.8",2.54609125054696e-05,-1.07638150820668,0.525,0.607,0.822005560239084,"10","Dpy19l1"
"Isoc2b",2.54757066160155e-05,1.08925241680835,0.263,0.118,0.822483188098059,"10","Isoc2b"
"Cog5.2",2.57093429471199e-05,0.667451367555527,0.485,0.258,0.830026137047765,"10","Cog5"
"Iars2",2.57380951775593e-05,0.501068410620074,0.657,0.385,0.830954402807501,"10","Iars2"
"Fads2.9",2.58285962096352e-05,-0.711898439209274,0.838,0.775,0.833876228628072,"10","Fads2"
"Cd82.7",2.58421127977327e-05,-2.33115399736214,0.121,0.296,0.834312611674799,"10","Cd82"
"Fam207a.3",2.58646371170553e-05,0.54943490667447,0.616,0.349,0.83503980932413,"10","Fam207a"
"Psmb5.2",2.60990148487278e-05,0.295948017218145,1,0.92,0.842606694391178,"10","Psmb5"
"Gpr137c.5",2.61510201363725e-05,0.544912562323296,0.596,0.346,0.844285685102786,"10","Gpr137c"
"Jmjd8.1",2.61935015247468e-05,0.679848164395241,0.404,0.209,0.84565719672645,"10","Jmjd8"
"Cars.3",2.61953499087775e-05,0.628711200803741,0.566,0.333,0.845716871804883,"10","Cars"
"Ifrd1.3",2.62088713630345e-05,0.521275147766695,0.677,0.416,0.846153411955568,"10","Ifrd1"
"Ercc3.1",2.62859539547232e-05,0.550121388940584,0.485,0.257,0.848642023428237,"10","Ercc3"
"Hdac6.3",2.64273170148921e-05,0.59870391711888,0.616,0.374,0.853205929825793,"10","Hdac6"
"Slc25a39.5",2.65470702071871e-05,0.38880141981048,0.859,0.671,0.857072161639036,"10","Slc25a39"
"Dmac1.3",2.65497416892373e-05,0.575273801389122,0.737,0.491,0.857158410437026,"10","Dmac1"
"Txndc11.4",2.65876956967876e-05,0.493416300659724,0.616,0.365,0.858383755570788,"10","Txndc11"
"C530008M17Rik.6",2.66448096234822e-05,-1.51300556218211,0.172,0.361,0.860227678694123,"10","C530008M17Rik"
"Cdc26.2",2.67674414017843e-05,0.538255930770208,0.818,0.526,0.864186845656607,"10","Cdc26"
"Rufy2.3",2.6853620315767e-05,0.54215292385451,0.636,0.373,0.866969131894539,"10","Rufy2"
"Dgat1.4",2.68689106175419e-05,0.670839022415605,0.576,0.327,0.867462779287339,"10","Dgat1"
"Laptm5.5",2.69211911664372e-05,-1.87844495872582,0.131,0.312,0.869150656808424,"10","Laptm5"
"Tnik.6",2.6978598859258e-05,0.525272359556356,0.747,0.49,0.871004064171144,"10","Tnik"
"Med17.2",2.70977074388107e-05,0.588823465712637,0.515,0.272,0.874849484662005,"10","Med17"
"Krit1.1",2.7120623580736e-05,0.544777055166314,0.616,0.352,0.87558933230406,"10","Krit1"
"Cdkn2d.3",2.71878474798469e-05,0.4909434957208,0.869,0.629,0.877759655886858,"10","Cdkn2d"
"Tasor2.1",2.72610499371097e-05,0.652272856606184,0.343,0.163,0.880122997219587,"10","Tasor2"
"Sra1.1",2.74544189611776e-05,0.453171548415185,0.828,0.586,0.88636591616162,"10","Sra1"
"Cc2d1a.4",2.74609049726144e-05,0.48539004268341,0.687,0.421,0.886575317040857,"10","Cc2d1a"
"Txnl4a.1",2.7846615621384e-05,0.462273977749221,0.798,0.574,0.899027985336383,"10","Txnl4a"
"Arl6ip4.5",2.7865944442904e-05,0.530857499123543,0.848,0.6,0.899652016339157,"10","Arl6ip4"
"BC003965.3",2.79037086104019e-05,0.610546244858067,0.687,0.459,0.900871232486826,"10","BC003965"
"Arrb1.6",2.79164435553305e-05,0.382653703394434,0.939,0.686,0.901282380183844,"10","Arrb1"
"Myt1.2",2.7968854744794e-05,0.788196219110111,0.323,0.152,0.902974475435674,"10","Myt1"
"Osbpl1a.9",2.79698172869602e-05,0.324100588524425,0.949,0.83,0.903005551109509,"10","Osbpl1a"
"Fam131c",2.79711238149198e-05,0.878236298329763,0.263,0.113,0.903047732364684,"10","Fam131c"
"P4ha2.2",2.81532077760183e-05,0.994806932572558,0.293,0.135,0.908926313048751,"10","P4ha2"
"Nt5c.6",2.83774386466053e-05,0.514464578681912,0.899,0.627,0.916165606705652,"10","Nt5c"
"Ginm1.3",2.85009466142912e-05,0.664471803033355,0.444,0.236,0.920153061442391,"10","Ginm1"
"Cd2bp2.3",2.85697005351466e-05,0.495328260452406,0.768,0.515,0.922372781777206,"10","Cd2bp2"
"Clk3.5",2.86765564354218e-05,0.557154406913347,0.758,0.493,0.925822624517592,"10","Clk3"
"Syt11.7",2.86812570985068e-05,-0.338063754267538,1,0.994,0.925974385425293,"10","Syt11"
"Sprtn.1",2.89062505775937e-05,0.661508190983012,0.333,0.158,0.933238299897612,"10","Sprtn"
"Tipin.2",2.89103059857289e-05,0.577992672017953,0.495,0.267,0.933369228749259,"10","Tipin"
"Rhof.6",2.90067289409366e-05,-1.67681203624232,0.162,0.335,0.936482243858138,"10","Rhof"
"Slc7a11.6",2.9011497063604e-05,-2.02396103245306,0.172,0.343,0.936636182698454,"10","Slc7a11"
"Uxt",2.90425822964861e-05,0.616720446705677,0.424,0.216,0.937639769442052,"10","Uxt"
"Slc39a14",2.92033386504922e-05,0.904505428684756,0.364,0.189,0.942829788331142,"10","Slc39a14"
"Mrpl28.3",2.93124572371449e-05,0.365556910522132,0.919,0.725,0.946352681901224,"10","Mrpl28"
"Rhoq.6",2.94257034116577e-05,0.440573749605889,0.677,0.411,0.950008834645368,"10","Rhoq"
"Kctd5.1",2.94741471680006e-05,0.544921616684735,0.556,0.313,0.9515728413189,"10","Kctd5"
"Gal3st3.1",2.9749716303059e-05,1.12645895661939,0.253,0.112,0.960469590844259,"10","Gal3st3"
"Agt.9",3.03998027727928e-05,-1.33279309880837,0.768,0.742,0.981457632519615,"10","Agt"
"Secisbp2.1",3.04157381398773e-05,0.66236609197352,0.394,0.198,0.981972105845938,"10","Secisbp2"
"Hectd4.5",3.05369117667254e-05,0.322416120044547,0.99,0.801,0.985884196388728,"10","Hectd4"
"Senp6.2",3.07234796018586e-05,0.522296084728278,0.707,0.466,0.991907538946003,"10","Senp6"
"Lsm4.4",3.07568224533072e-05,0.382100387312177,0.929,0.718,0.992984012905024,"10","Lsm4"
"Cadps.5",3.0990290217807e-05,0.349897882141275,0.949,0.784,1,"10","Cadps"
"Gadd45a",3.10056300375167e-05,0.870021701970788,0.303,0.14,1,"10","Gadd45a"
"Ercc2.3",3.1043788930115e-05,0.717647761892806,0.455,0.258,1,"10","Ercc2"
"Supt5.4",3.10738445660071e-05,0.409169988418226,0.939,0.693,1,"10","Supt5"
"Wdr83.1",3.134112274632e-05,0.555778997228288,0.576,0.336,1,"10","Wdr83"
"Gle1.4",3.16212082363102e-05,0.533579590394723,0.747,0.454,1,"10","Gle1"
"Mef2a.6",3.17914002465007e-05,0.400627584572339,0.909,0.643,1,"10","Mef2a"
"Dapk1.8",3.18149080810517e-05,-1.67849766501705,0.192,0.357,1,"10","Dapk1"
"E2f5",3.18910922464996e-05,0.549795211857906,0.424,0.215,1,"10","E2f5"
"Cul1.4",3.19485213308787e-05,0.439649047289243,0.949,0.707,1,"10","Cul1"
"Atp6v0e2.4",3.20828998925499e-05,0.286377953026072,1,0.938,1,"10","Atp6v0e2"
"Eif4ebp2.2",3.21578437575428e-05,0.535244967557542,0.626,0.374,1,"10","Eif4ebp2"
"Eif4a1.3",3.21692880776279e-05,0.269922496169717,0.99,0.934,1,"10","Eif4a1"
"Eif2b2.1",3.23970668570031e-05,0.483782620913833,0.677,0.42,1,"10","Eif2b2"
"Ppp2r5b.6",3.24336441306847e-05,0.354365476779892,0.96,0.756,1,"10","Ppp2r5b"
"Mrpl21.2",3.24421110646579e-05,0.46717668825579,0.838,0.575,1,"10","Mrpl21"
"6720427I07Rik.1",3.27090055501524e-05,0.883848826927689,0.293,0.136,1,"10","6720427I07Rik"
"Lrrc14.3",3.27671093158172e-05,0.59401439428901,0.475,0.249,1,"10","Lrrc14"
"Atp2b4.9",3.27753296681051e-05,-1.51759350076329,0.283,0.435,1,"10","Atp2b4"
"Actr8.3",3.2817765649635e-05,0.545314770352384,0.667,0.436,1,"10","Actr8"
"Casc3.7",3.28897963847124e-05,0.484470838648595,0.758,0.501,1,"10","Casc3"
"B230118H07Rik.2",3.2895604347416e-05,0.420046236539032,0.788,0.541,1,"10","B230118H07Rik"
"Pigc",3.30489687191252e-05,0.829976189853335,0.364,0.182,1,"10","Pigc"
"Dicer1.2",3.32426213578742e-05,0.648519097241814,0.566,0.335,1,"10","Dicer1"
"Ipo11.3",3.3290346134915e-05,0.59703978292457,0.616,0.369,1,"10","Ipo11"
"Tmem126b.2",3.33214487538642e-05,0.560039804249764,0.657,0.38,1,"10","Tmem126b"
"Trim27.2",3.3401474735408e-05,0.521909225721574,0.545,0.295,1,"10","Trim27"
"Ppcdc",3.35838861243646e-05,0.75606064404719,0.354,0.174,1,"10","Ppcdc"
"Cdc34.1",3.35975164250624e-05,0.53349201507975,0.808,0.551,1,"10","Cdc34"
"B4galt4.4",3.3605283751589e-05,0.81087615183627,0.455,0.253,1,"10","B4galt4"
"Ogfr.5",3.36145365559467e-05,0.509504625491988,0.646,0.408,1,"10","Ogfr"
"Ddhd2.4",3.36758871498103e-05,0.532075425415662,0.657,0.422,1,"10","Ddhd2"
"Prkca.6",3.39311156203848e-05,0.501020039898422,0.758,0.478,1,"10","Prkca"
"Glmn.1",3.40136759040876e-05,0.73468526268161,0.343,0.166,1,"10","Glmn"
"Cnot4",3.40790314189394e-05,0.619542057882537,0.444,0.238,1,"10","Cnot4"
"Paip2b.3",3.42070723696928e-05,0.481543033738769,0.747,0.495,1,"10","Paip2b"
"Cnih3.8",3.44459632556489e-05,-2.09280084569406,0.101,0.274,1,"10","Cnih3"
"Ldha.5",3.45422980159098e-05,0.291814494404153,1,0.928,1,"10","Ldha"
"Nipa2.3",3.46466943738825e-05,0.666902231102672,0.545,0.336,1,"10","Nipa2"
"AU022252.1",3.48715424338905e-05,0.634305124806439,0.434,0.223,1,"10","AU022252"
"Slc44a2.2",3.51814149901433e-05,0.494497071895591,0.616,0.36,1,"10","Slc44a2"
"Ephb2.2",3.52416059176995e-05,0.711033750113005,0.404,0.207,1,"10","Ephb2"
"Cop1.1",3.52695545197031e-05,0.516071098781117,0.737,0.488,1,"10","Cop1"
"Abca5.4",3.54025103698946e-05,0.60027712986797,0.545,0.306,1,"10","Abca5"
"Sprn.9",3.57072930863195e-05,-1.21717592548331,0.384,0.505,1,"10","Sprn"
"Ptcd1",3.57095174218581e-05,0.669383323281806,0.354,0.173,1,"10","Ptcd1"
"Fam91a1",3.5748856238244e-05,0.546073508605398,0.707,0.447,1,"10","Fam91a1"
"Ryr2.7",3.58493354661384e-05,0.503858810599115,0.707,0.469,1,"10","Ryr2"
"Ik.3",3.58661123770856e-05,0.401502014566209,0.929,0.726,1,"10","Ik"
"Peli2.3",3.58739592844923e-05,0.490975716571449,0.485,0.247,1,"10","Peli2"
"Smim7.2",3.59100505483576e-05,0.430412551778545,0.97,0.768,1,"10","Smim7"
"Gtpbp8",3.61819591293684e-05,0.827517270009971,0.384,0.197,1,"10","Gtpbp8"
"Gpr173.1",3.62483339746111e-05,0.81785439210779,0.313,0.146,1,"10","Gpr173"
"4833439L19Rik.1",3.645583611158e-05,0.35115037167901,0.97,0.786,1,"10","4833439L19Rik"
"Btf3.4",3.67728025462679e-05,0.255611965166517,0.99,0.958,1,"10","Btf3"
"Snhg15",3.68587269002514e-05,0.957160523306639,0.293,0.139,1,"10","Snhg15"
"Pqbp1.2",3.69076274270312e-05,0.478563579668905,0.869,0.623,1,"10","Pqbp1"
"Plpbp.1",3.72175814462563e-05,0.508493342042514,0.798,0.502,1,"10","Plpbp"
"Cdk18.7",3.74143136568506e-05,-1.6849651021548,0.162,0.341,1,"10","Cdk18"
"Dzip3.4",3.74796759234322e-05,0.630501655449587,0.687,0.441,1,"10","Dzip3"
"Ccdc12.2",3.74820934957172e-05,0.415728283467094,0.889,0.642,1,"10","Ccdc12"
"Nbea.8",3.76353057820809e-05,0.421121197729481,0.929,0.709,1,"10","Nbea"
"Mto1.2",3.79757686781561e-05,0.616094606099769,0.485,0.266,1,"10","Mto1"
"Trmt2b",3.8090537454745e-05,0.673341152230767,0.354,0.171,1,"10","Trmt2b"
"Pcid2",3.8109354410593e-05,0.747882514854303,0.444,0.246,1,"10","Pcid2"
"Acot8.2",3.85025990902018e-05,0.640652484444007,0.475,0.266,1,"10","Acot8"
"Arpc1a.2",3.85037748912227e-05,-0.435108549491652,0.949,0.924,1,"10","Arpc1a"
"Ints13.1",3.85042670368688e-05,0.601299338581308,0.404,0.204,1,"10","Ints13"
"Clmp.3",3.87420583386019e-05,0.548304088219933,0.434,0.22,1,"10","Clmp"
"Lhfpl4.5",3.87816906797975e-05,0.570505524844922,0.747,0.518,1,"10","Lhfpl4"
"Ssbp1.2",3.88196053950585e-05,0.493639203973556,0.727,0.466,1,"10","Ssbp1"
"Maip1.2",3.88727843940976e-05,0.666784307363938,0.515,0.297,1,"10","Maip1"
"Pus1.2",3.91299115625061e-05,0.608273503718763,0.465,0.243,1,"10","Pus1"
"Gpc5.5",3.9236536372669e-05,-1.7010685490916,0.162,0.331,1,"10","Gpc5"
"Relch.6",3.92767174048315e-05,0.469298081464839,0.707,0.417,1,"10","Relch"
"Fam219b.1",3.94646152516918e-05,0.70326716477441,0.424,0.222,1,"10","Fam219b"
"Usf3.4",4.00414627637414e-05,0.53278905376742,0.535,0.294,1,"10","Usf3"
"Snap91.6",4.0170970891872e-05,0.364194479476746,1,0.862,1,"10","Snap91"
"Wdfy2.1",4.04043879224369e-05,0.557993389595998,0.414,0.211,1,"10","Wdfy2"
"Tdrd3.2",4.04973184460179e-05,0.550248508726247,0.465,0.247,1,"10","Tdrd3"
