"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Fbxo42.3",4.05104188697537e-05,0.600667749727235,0.495,0.271,1,"10","Fbxo42"
"Bex2.6",4.05566778930341e-05,0.265249530721327,1,0.949,1,"10","Bex2"
"Tceal6.5",4.07485735181838e-05,0.501735956690263,0.828,0.551,1,"10","Tceal6"
"Amacr.1",4.07538015250028e-05,0.701112436329282,0.343,0.169,1,"10","Amacr"
"Exd2.8",4.08277270158119e-05,0.510281019195645,0.747,0.497,1,"10","Exd2"
"Unc5c.6",4.08813064014452e-05,0.498502566024455,0.525,0.284,1,"10","Unc5c"
"Maea.5",4.09222322830014e-05,0.455060561261068,0.899,0.638,1,"10","Maea"
"Abcf2.6",4.1069748643572e-05,0.427172273070009,0.889,0.638,1,"10","Abcf2"
"Aasdhppt",4.11534770300702e-05,0.675734559922146,0.545,0.325,1,"10","Aasdhppt"
"Jade1.5",4.11698141367129e-05,0.533176893160405,0.556,0.313,1,"10","Jade1"
"Plk2.9",4.1238315320535e-05,-1.39547968465094,0.343,0.468,1,"10","Plk2"
"Rfx5",4.13699171715141e-05,0.776604117023961,0.354,0.177,1,"10","Rfx5"
"Kpnb1.1",4.13733038317301e-05,0.381337332976317,0.949,0.683,1,"10","Kpnb1"
"Gtf2h5.2",4.14549134709905e-05,0.419438539349496,0.96,0.815,1,"10","Gtf2h5"
"Hcfc1.3",4.15534381480381e-05,0.467930734501556,0.788,0.523,1,"10","Hcfc1"
"Ivd.6",4.16582743592863e-05,0.409890850306777,0.808,0.548,1,"10","Ivd"
"Ring1.2",4.18306237298925e-05,0.677858509186724,0.556,0.334,1,"10","Ring1"
"Sdhaf3.4",4.19187695384903e-05,0.580081209670504,0.485,0.268,1,"10","Sdhaf3"
"Baz2b.3",4.19274603739151e-05,0.4518547138202,0.677,0.407,1,"10","Baz2b"
"Med12l.4",4.22400613873498e-05,0.637049997558072,0.485,0.263,1,"10","Med12l"
"Nrsn2.8",4.24880008840659e-05,0.32203027197685,0.929,0.701,1,"10","Nrsn2"
"Lrrc59.4",4.25586349881833e-05,0.549746260815822,0.768,0.547,1,"10","Lrrc59"
"Klc4.3",4.25887201085286e-05,0.692138875081021,0.495,0.275,1,"10","Klc4"
"Rtf2.2",4.26087515263006e-05,0.424889033104875,0.818,0.578,1,"10","Rtf2"
"Tpgs2.5",4.27383035431693e-05,0.508044120509563,0.747,0.495,1,"10","Tpgs2"
"Bbip1.1",4.29101398568607e-05,0.430216916540037,0.838,0.644,1,"10","Bbip1"
"Ubtf.7",4.29529478268225e-05,0.328029362308317,0.909,0.677,1,"10","Ubtf"
"4930570G19Rik.1",4.30115168263783e-05,0.804651579605442,0.333,0.163,1,"10","4930570G19Rik"
"Rtkn.4",4.30415869742215e-05,-1.48247100683883,0.283,0.422,1,"10","Rtkn"
"Ranbp3.5",4.30984773293403e-05,0.436618381395869,0.818,0.575,1,"10","Ranbp3"
"Zfp944",4.3152873427283e-05,0.813352563001938,0.303,0.141,1,"10","Zfp944"
"Zfp369.1",4.31740269199191e-05,0.650276031373815,0.384,0.193,1,"10","Zfp369"
"Epop.8",4.36031668353041e-05,-2.21271224308618,0.101,0.271,1,"10","Epop"
"9530068E07Rik.1",4.36047056077754e-05,0.498170220432852,0.848,0.647,1,"10","9530068E07Rik"
"Ppp1r11.6",4.36318664716982e-05,0.326021577837185,0.97,0.808,1,"10","Ppp1r11"
"Gdap1l1.5",4.4206644847369e-05,0.469003470217547,0.828,0.566,1,"10","Gdap1l1"
"Pitpna.6",4.43279742921869e-05,0.257979081284606,1,0.932,1,"10","Pitpna"
"Gdi2.4",4.44332356446542e-05,0.326616312136558,0.99,0.896,1,"10","Gdi2"
"Acadvl.3",4.4503899761573e-05,0.429598237953271,0.768,0.513,1,"10","Acadvl"
"Atp6v0a2.3",4.45973014990054e-05,0.57462682937815,0.697,0.461,1,"10","Atp6v0a2"
"Rab18.4",4.47022655916261e-05,0.389121300520061,0.929,0.779,1,"10","Rab18"
"Dhx38.4",4.47665076251924e-05,0.536121963404792,0.566,0.323,1,"10","Dhx38"
"Smarcd1.5",4.48155266506914e-05,0.418157484402474,0.899,0.622,1,"10","Smarcd1"
"Rbm22.3",4.55600684557935e-05,0.602142160166196,0.596,0.374,1,"10","Rbm22"
"Ppargc1a.6",4.57583643929547e-05,0.467944866061196,0.606,0.344,1,"10","Ppargc1a"
"Sap18.1",4.57656308314722e-05,0.385772363890491,0.838,0.653,1,"10","Sap18"
"Pmm2.1",4.59478213279356e-05,0.667180672935095,0.384,0.196,1,"10","Pmm2"
"Tnrc6b.3",4.59627002142035e-05,0.568988967762795,0.596,0.373,1,"10","Tnrc6b"
"Rabgap1.4",4.60009048111891e-05,0.497197656213685,0.768,0.527,1,"10","Rabgap1"
"Chac2.1",4.6012721347213e-05,0.724774818354115,0.404,0.213,1,"10","Chac2"
"Nsmce2.3",4.60257443997073e-05,0.5159016800823,0.515,0.283,1,"10","Nsmce2"
"Ip6k1.4",4.60468448533771e-05,0.354512726859689,0.939,0.821,1,"10","Ip6k1"
"Mrpl23.6",4.62594712821671e-05,0.289523796785587,0.98,0.851,1,"10","Mrpl23"
"Med22.1",4.62986811430579e-05,0.608334121637577,0.616,0.398,1,"10","Med22"
"Tbl2.1",4.66705423861526e-05,0.718209081192583,0.404,0.216,1,"10","Tbl2"
"Eif2b1.3",4.67569430951687e-05,0.548305476676349,0.606,0.356,1,"10","Eif2b1"
"Rad23a.2",4.67704085128481e-05,0.378665991426547,0.929,0.669,1,"10","Rad23a"
"Fam20a.1",4.68939416647204e-05,0.77378051298269,0.424,0.239,1,"10","Fam20a"
"Mgat4b.7",4.70680622098e-05,0.394149100067034,0.848,0.544,1,"10","Mgat4b"
"Arl8b.5",4.71258771132753e-05,0.352444006797932,0.98,0.858,1,"10","Arl8b"
"Ripply2.1",4.71609908802012e-05,0.781984510158918,0.313,0.149,1,"10","Ripply2"
"Olfml3.6",4.75710232895936e-05,-1.97043940511329,0.111,0.284,1,"10","Olfml3"
"Anxa7.5",4.76341346428839e-05,0.615156461114839,0.828,0.58,1,"10","Anxa7"
"Klhl23.7",4.775953475906e-05,0.57267571645352,0.626,0.392,1,"10","Klhl23"
"Fgd6",4.78698030929462e-05,0.854392437642386,0.253,0.109,1,"10","Fgd6"
"Klhl12.3",4.78841974638577e-05,0.575621137188417,0.556,0.323,1,"10","Klhl12"
"Extl1.5",4.79808716517169e-05,-1.68682185359718,0.121,0.295,1,"10","Extl1"
"Czib.2",4.85466629862374e-05,0.472174426363935,0.788,0.533,1,"10","Czib"
"Sbf2.3",4.85643023435251e-05,0.484615001855162,0.586,0.34,1,"10","Sbf2"
"Clpp.3",4.85773461142791e-05,0.371645731310314,0.929,0.747,1,"10","Clpp"
"Khdrbs1.1",4.88536744647075e-05,0.448921455250288,0.909,0.683,1,"10","Khdrbs1"
"Hmga1",4.88871434047282e-05,0.72144343594873,0.333,0.161,1,"10","Hmga1"
"Akr7a5.1",4.89454361064362e-05,0.484557157484808,0.717,0.456,1,"10","Akr7a5"
"Cplane1.5",4.92287004288209e-05,0.523386905186557,0.596,0.36,1,"10","Cplane1"
"0610010K14Rik.4",4.93481048814765e-05,0.529712698200201,0.818,0.588,1,"10","0610010K14Rik"
"Rdh14.2",4.93767158348415e-05,0.483034446862465,0.677,0.44,1,"10","Rdh14"
"Rwdd4a",4.96932046915852e-05,0.637722321791125,0.455,0.246,1,"10","Rwdd4a"
"Gas6.2",4.99165320387992e-05,0.397127847536727,0.879,0.607,1,"10","Gas6"
"Tdg.4",5.03445516778915e-05,0.617269736562774,0.545,0.33,1,"10","Tdg"
"Bet1l.2",5.04540580136852e-05,0.475005032063933,0.646,0.376,1,"10","Bet1l"
"Slbp.2",5.05884247472402e-05,0.673080177085212,0.566,0.352,1,"10","Slbp"
"Klhdc3.7",5.06532851719384e-05,0.36538602480264,0.98,0.792,1,"10","Klhdc3"
"Aldh3a2.3",5.11055824537918e-05,0.475108472489831,0.697,0.447,1,"10","Aldh3a2"
"Slc27a4.2",5.11084073594082e-05,0.420967078207548,0.828,0.607,1,"10","Slc27a4"
"Acbd3",5.13032613426936e-05,0.621664447105926,0.505,0.285,1,"10","Acbd3"
"Tiam1.8",5.13183532579315e-05,0.358821048005084,0.818,0.54,1,"10","Tiam1"
"Mta2.3",5.14748483211151e-05,0.603782362544267,0.515,0.306,1,"10","Mta2"
"Abcf3.3",5.14954519443575e-05,0.497414041554836,0.778,0.517,1,"10","Abcf3"
"Zbtb7b.2",5.157212428671e-05,0.619762430714383,0.434,0.227,1,"10","Zbtb7b"
"Rasal1.7",5.17023879635525e-05,-1.54251469732503,0.212,0.374,1,"10","Rasal1"
"1500026H17Rik",5.18153124259527e-05,0.869018197196342,0.283,0.131,1,"10","1500026H17Rik"
"Spry1",5.23262872413465e-05,0.851020204674136,0.293,0.138,1,"10","Spry1"
"Zfand3",5.23531482492005e-05,0.500368467941972,0.798,0.591,1,"10","Zfand3"
"Pex19.1",5.26177749774816e-05,0.588078129595468,0.768,0.538,1,"10","Pex19"
"Tbl1x.2",5.26511939767422e-05,0.60495380045233,0.576,0.352,1,"10","Tbl1x"
"Kdm6b.2",5.2847689679019e-05,0.68607170993919,0.414,0.22,1,"10","Kdm6b"
"Bbs5.2",5.28933494245019e-05,0.785555158356852,0.394,0.208,1,"10","Bbs5"
"Malsu1.1",5.32637851639689e-05,0.536065235737323,0.657,0.399,1,"10","Malsu1"
"Bag2",5.3388943000288e-05,0.654294646270113,0.323,0.154,1,"10","Bag2"
"Snrpf.5",5.33900765155452e-05,0.44201156629214,0.929,0.763,1,"10","Snrpf"
"Prelid1.6",5.34308934157977e-05,0.300054257728028,0.98,0.892,1,"10","Prelid1"
"Ints5",5.36749049043286e-05,0.721897399894874,0.414,0.218,1,"10","Ints5"
"Mrpl55.1",5.37524893314119e-05,0.49588036248157,0.808,0.574,1,"10","Mrpl55"
"Pop5.5",5.38208750413813e-05,0.356795925126628,0.98,0.832,1,"10","Pop5"
"Rap1b.2",5.38494154390549e-05,0.430363502859322,0.848,0.577,1,"10","Rap1b"
"Pex16.3",5.38979979450419e-05,0.543382162314631,0.596,0.375,1,"10","Pex16"
"Cenpc1.1",5.40571150506498e-05,0.578513940931378,0.384,0.194,1,"10","Cenpc1"
"Ufd1.4",5.41629522650803e-05,0.48331361917606,0.788,0.555,1,"10","Ufd1"
"Xpnpep1.1",5.41971633645934e-05,0.538916400462257,0.626,0.363,1,"10","Xpnpep1"
"Nrxn2.5",5.42022522950789e-05,0.322743368971393,1,0.813,1,"10","Nrxn2"
"Srsf11.5",5.42485815011939e-05,0.37547633268992,0.879,0.681,1,"10","Srsf11"
"Sdhb.4",5.45352367057299e-05,0.31290876854307,1,0.93,1,"10","Sdhb"
"Cnot6.4",5.46364155969219e-05,0.442005577249695,0.616,0.354,1,"10","Cnot6"
"Rbm7",5.46652717229375e-05,0.473200864812712,0.626,0.377,1,"10","Rbm7"
"Ubr4.4",5.49098736741984e-05,0.428796563448895,0.889,0.695,1,"10","Ubr4"
"Lnpk.5",5.53880950927301e-05,0.517289268205128,0.485,0.257,1,"10","Lnpk"
"Tmem209.1",5.57137695534911e-05,0.650944708592657,0.444,0.241,1,"10","Tmem209"
"Dkc1.1",5.58057719345716e-05,0.633222345072094,0.495,0.281,1,"10","Dkc1"
"Pole3",5.59093896612106e-05,0.519277774988947,0.535,0.301,1,"10","Pole3"
"Zc3h13.4",5.60239165135786e-05,0.530667546278284,0.556,0.328,1,"10","Zc3h13"
"Tmem14a.5",5.61047416048864e-05,0.529662591002806,0.687,0.438,1,"10","Tmem14a"
"2810468N07Rik.5",5.63253019851295e-05,-1.61405699905049,0.323,0.454,1,"10","2810468N07Rik"
"Usp34.3",5.68997167237567e-05,0.534105680235097,0.828,0.604,1,"10","Usp34"
"Chpf.2",5.6931120948817e-05,0.484019657590347,0.838,0.607,1,"10","Chpf"
"2310022A10Rik.5",5.69952233388177e-05,0.744430595223325,0.465,0.268,1,"10","2310022A10Rik"
"Gsk3b.5",5.7062128798921e-05,0.386904909427387,0.929,0.744,1,"10","Gsk3b"
"Sars2",5.73735095266359e-05,0.690611484016627,0.303,0.141,1,"10","Sars2"
"0610009B22Rik.1",5.74319590886155e-05,0.611190539843168,0.687,0.435,1,"10","0610009B22Rik"
"Rab35.2",5.7692406824958e-05,0.52711842764349,0.798,0.543,1,"10","Rab35"
"Copb2.5",5.78562844573127e-05,0.522948427149745,0.778,0.546,1,"10","Copb2"
"Shld1.1",5.80196202964494e-05,0.770768843489211,0.394,0.207,1,"10","Shld1"
"Myorg",5.81957524139884e-05,0.624382705948568,0.505,0.293,1,"10","Myorg"
"Zfp942.1",5.84543108475605e-05,0.862259318842088,0.313,0.153,1,"10","Zfp942"
"Dock3.7",5.86500082408719e-05,0.369882391097591,0.939,0.617,1,"10","Dock3"
"Epc2.3",5.86797375789413e-05,0.598126897857759,0.545,0.326,1,"10","Epc2"
"Dyrk1a.5",5.87814067250998e-05,0.531774692873382,0.697,0.457,1,"10","Dyrk1a"
"Tor2a.2",5.880438555482e-05,0.533596585397818,0.566,0.331,1,"10","Tor2a"
"Lypd1.5",5.89451277458611e-05,-1.93445187295636,0.303,0.419,1,"10","Lypd1"
"Mapk1ip1.3",5.90981254999574e-05,0.541693556112794,0.697,0.444,1,"10","Mapk1ip1"
"Zfp322a.3",5.95172707072488e-05,0.663866098653293,0.384,0.195,1,"10","Zfp322a"
"Elp1.6",5.95373118678313e-05,0.443809568445312,0.727,0.455,1,"10","Elp1"
"Cox17.3",5.95867191336142e-05,0.250342165530248,1,0.966,1,"10","Cox17"
"Gdap1.5",5.97210073551438e-05,0.521315386090348,0.758,0.507,1,"10","Gdap1"
"Rpl7l1.2",5.99709843889542e-05,0.430949057569044,0.768,0.493,1,"10","Rpl7l1"
"Ccdc91.4",5.99858577166665e-05,0.558817841562282,0.545,0.311,1,"10","Ccdc91"
"Ntmt1.2",6.00376583660559e-05,0.543967407654705,0.646,0.398,1,"10","Ntmt1"
"Tmem80.1",6.01242487670822e-05,0.654610862469072,0.576,0.365,1,"10","Tmem80"
"Ppp1r12c.4",6.01273099712235e-05,0.40271749583381,0.909,0.698,1,"10","Ppp1r12c"
"Pign",6.02728976488872e-05,0.803656145206942,0.273,0.123,1,"10","Pign"
"Man1a2.7",6.0319752842874e-05,0.535162914853845,0.768,0.513,1,"10","Man1a2"
"Rab11b.3",6.09605674528801e-05,0.289067794597257,0.99,0.932,1,"10","Rab11b"
"Anln.7",6.09673575952371e-05,-2.45048594756905,0.152,0.31,1,"10","Anln"
"Eif2d.4",6.12865413828305e-05,0.690847821407566,0.465,0.257,1,"10","Eif2d"
"Hibadh.4",6.1491345613712e-05,0.467362688909711,0.879,0.642,1,"10","Hibadh"
"Synm.5",6.15933605168752e-05,-1.79145442371319,0.111,0.28,1,"10","Synm"
"Tfb2m.2",6.19009479944164e-05,0.663079809505248,0.434,0.229,1,"10","Tfb2m"
"Ep300.4",6.22232520447386e-05,0.56621360968864,0.626,0.384,1,"10","Ep300"
"Sytl2.4",6.22855988970153e-05,-1.46979505075974,0.192,0.366,1,"10","Sytl2"
"Pno1",6.2326739524327e-05,0.483438228660368,0.606,0.375,1,"10","Pno1"
"Psmb2.1",6.24317347413775e-05,0.361558474003564,0.929,0.787,1,"10","Psmb2"
"Cers2.5",6.24885860220472e-05,-1.20770002135445,0.556,0.627,1,"10","Cers2"
"Dpm3.7",6.25380392570842e-05,0.417395995263723,0.98,0.76,1,"10","Dpm3"
"Trabd.5",6.26555242340506e-05,0.464162299328976,0.535,0.309,1,"10","Trabd"
"Il6st.3",6.27524220074231e-05,0.482402424277827,0.727,0.468,1,"10","Il6st"
"Oxa1l.1",6.29921844825156e-05,0.529322752506528,0.727,0.516,1,"10","Oxa1l"
"Zkscan1.4",6.31261889762397e-05,0.657031264462323,0.586,0.359,1,"10","Zkscan1"
"Pum3.2",6.3949733161152e-05,0.511305248033767,0.545,0.306,1,"10","Pum3"
"Cryl1.3",6.39515231067566e-05,0.740965761824413,0.364,0.186,1,"10","Cryl1"
"Taf1c.1",6.40768623540085e-05,0.855936274368721,0.313,0.155,1,"10","Taf1c"
"Thop1.4",6.42382700122168e-05,0.630238030210401,0.616,0.375,1,"10","Thop1"
"Zfp729a",6.45805465096541e-05,0.885598496445941,0.253,0.112,1,"10","Zfp729a"
"Marc2.6",6.48841701940566e-05,0.512251158926568,0.798,0.551,1,"10","Marc2"
"Ybx3.6",6.50861027898199e-05,0.394743318028735,0.768,0.502,1,"10","Ybx3"
"Ric1.1",6.53408680981802e-05,0.734448861788019,0.394,0.209,1,"10","Ric1"
"Rnase4.5",6.54702958098531e-05,-1.799413044117,0.121,0.292,1,"10","Rnase4"
"Trim2.5",6.55887772997709e-05,0.260247455186671,0.99,0.885,1,"10","Trim2"
"Cdk5rap3",6.60200708328661e-05,0.490766962630645,0.646,0.38,1,"10","Cdk5rap3"
"Aldh4a1.3",6.60856312391019e-05,0.648283306509256,0.475,0.267,1,"10","Aldh4a1"
"Sike1",6.61287822294761e-05,0.614492496366379,0.566,0.354,1,"10","Sike1"
"Wdr83os.3",6.64613178623771e-05,0.408189009234226,0.929,0.751,1,"10","Wdr83os"
"Slc35g2.4",6.65796290500728e-05,0.681371284202504,0.465,0.258,1,"10","Slc35g2"
"Tra2a.5",6.69569350933001e-05,0.393306137687994,0.758,0.498,1,"10","Tra2a"
"Pop4.4",6.71554606791166e-05,0.619453334329336,0.636,0.416,1,"10","Pop4"
"Pnn.3",6.7206050116014e-05,0.438917642838678,0.798,0.515,1,"10","Pnn"
"Rbm4.3",6.73532817273324e-05,0.527835016483259,0.495,0.272,1,"10","Rbm4"
"Nr1d1.9",6.73864633037939e-05,0.381960394748895,0.899,0.646,1,"10","Nr1d1"
"Atp2b1.9",6.75834637620498e-05,-0.834073849086792,0.97,0.812,1,"10","Atp2b1"
"Ncaph2.5",6.76635103387314e-05,0.397376350835364,0.909,0.733,1,"10","Ncaph2"
"Srp54a.3",6.78485541079446e-05,0.556975630208877,0.535,0.302,1,"10","Srp54a"
"Rnf31.1",6.8979065929281e-05,0.539620777924686,0.424,0.221,1,"10","Rnf31"
"Tmem132e.3",6.90504186001263e-05,0.589101700064508,0.384,0.191,1,"10","Tmem132e"
"Alas2.7",6.9898998068756e-05,-2.5806698437868,0.141,0.306,1,"10","Alas2"
"Adck1.1",7.01256992657508e-05,0.587408946377648,0.556,0.329,1,"10","Adck1"
"Akirin1.1",7.0170708474964e-05,0.496105112713949,0.798,0.563,1,"10","Akirin1"
"Ift80.1",7.09563106430891e-05,0.658499411646161,0.404,0.211,1,"10","Ift80"
"Rapgef1.4",7.10325257080409e-05,0.440619531271688,0.869,0.628,1,"10","Rapgef1"
"Pigb",7.19326405499358e-05,1.02919439336476,0.253,0.117,1,"10","Pigb"
"Gpaa1.5",7.21005454913654e-05,0.569250189576506,0.737,0.464,1,"10","Gpaa1"
"Fmnl1.5",7.23689881641635e-05,0.525215618630157,0.667,0.408,1,"10","Fmnl1"
"Pnkp.5",7.30464252722433e-05,0.4827538412402,0.515,0.285,1,"10","Pnkp"
"Ntrk2.5",7.3335491231525e-05,-0.390981136018999,0.98,0.946,1,"10","Ntrk2"
"Gpr26.7",7.39242676242674e-05,-1.93176186089059,0.141,0.3,1,"10","Gpr26"
"Ino80c",7.43022343164769e-05,0.683870162969273,0.414,0.217,1,"10","Ino80c"
"Aldh18a1.1",7.451181270098e-05,0.644545561953601,0.384,0.197,1,"10","Aldh18a1"
"Tpgs1.2",7.47505800477201e-05,0.383652044238823,0.939,0.675,1,"10","Tpgs1"
"C4b.8",7.48046734707964e-05,-2.33008882216978,0.121,0.282,1,"10","C4b"
"Eprs.2",7.49979664030321e-05,0.515904475410776,0.768,0.557,1,"10","Eprs"
"Ankrd13b.6",7.50583851056991e-05,0.472805322346296,0.737,0.499,1,"10","Ankrd13b"
"Maf.5",7.51326826242154e-05,0.431058540374547,0.556,0.317,1,"10","Maf"
"Tbc1d20.3",7.5262175191084e-05,0.476516643198743,0.707,0.459,1,"10","Tbc1d20"
"Seh1l.5",7.55229330564432e-05,0.598037875504667,0.657,0.411,1,"10","Seh1l"
"Elmod3.1",7.562177742274e-05,0.55962475199964,0.515,0.28,1,"10","Elmod3"
"Stk38.4",7.60011593347271e-05,0.58863463736538,0.505,0.28,1,"10","Stk38"
"Eloa.1",7.62375691435764e-05,0.539580799725698,0.465,0.25,1,"10","Eloa"
"Zfp629",7.65905959873951e-05,0.661009276383171,0.374,0.191,1,"10","Zfp629"
"Frmpd4.7",7.66800477907319e-05,0.391254935964378,0.646,0.383,1,"10","Frmpd4"
"Hgsnat.5",7.67541714766854e-05,0.455185429645688,0.717,0.443,1,"10","Hgsnat"
"Rab5c",7.69184311865308e-05,0.410062054014667,0.929,0.765,1,"10","Rab5c"
"Bcat2.1",7.69351311801027e-05,0.75804502282206,0.323,0.16,1,"10","Bcat2"
"Tug1.4",7.69894192065204e-05,0.514307812450658,0.737,0.531,1,"10","Tug1"
"Myo1b.2",7.73496246300198e-05,0.524331650479498,0.374,0.184,1,"10","Myo1b"
"Trmt1l.3",7.74474564976221e-05,0.650336903246746,0.424,0.235,1,"10","Trmt1l"
"Taf1a",7.74533729087793e-05,0.75520885062324,0.293,0.137,1,"10","Taf1a"
"Tcf4.6",7.75903565875469e-05,-0.58947244510714,0.828,0.835,1,"10","Tcf4"
"Ermard.1",7.76579650406955e-05,0.907076255438466,0.354,0.184,1,"10","Ermard"
"Golga4.4",7.79937332168694e-05,0.54723539303938,0.697,0.46,1,"10","Golga4"
"Taf6.4",7.80879869266865e-05,0.52722535142648,0.535,0.295,1,"10","Taf6"
"Atg13.5",7.87695381994374e-05,0.465811747351733,0.818,0.574,1,"10","Atg13"
"Znrf3",7.93073697780978e-05,0.899030872798996,0.263,0.121,1,"10","Znrf3"
"Ciao2a.1",7.9560936415125e-05,0.449842590740462,0.677,0.41,1,"10","Ciao2a"
"Zfp821.7",7.95877986493325e-05,0.494214247965657,0.556,0.312,1,"10","Zfp821"
"March6.5",7.97110561081792e-05,0.319147759812386,0.929,0.811,1,"10","March6"
"Rpf1.1",7.97749532692698e-05,0.885387438976843,0.313,0.152,1,"10","Rpf1"
"Smim14",7.9946308026005e-05,0.365332864738685,0.97,0.827,1,"10","Smim14"
"Ap3s2.1",8.00933885603255e-05,0.52586474674786,0.707,0.457,1,"10","Ap3s2"
"Zzz3.2",8.10936975440743e-05,0.688625893403977,0.545,0.332,1,"10","Zzz3"
"Psma3.1",8.122676145632e-05,0.34770366653654,0.97,0.863,1,"10","Psma3"
"Tmed4.4",8.12369849193246e-05,0.408420553759715,0.899,0.659,1,"10","Tmed4"
"Fam189b.5",8.12712964840242e-05,0.417003786589735,0.657,0.402,1,"10","Fam189b"
"Ecsit.4",8.12786128320054e-05,0.387569092406085,0.727,0.439,1,"10","Ecsit"
"Myo5a.7",8.13349722165817e-05,0.331000789415582,0.98,0.829,1,"10","Myo5a"
"Gart.2",8.15158329288926e-05,0.481142891425405,0.545,0.322,1,"10","Gart"
"Ogfod2.3",8.16680067039396e-05,0.50249471876849,0.556,0.324,1,"10","Ogfod2"
"Tmed3.5",8.17750906203339e-05,0.518111037307457,0.677,0.46,1,"10","Tmed3"
"Tenm2.7",8.178002949571e-05,-1.31435916254535,0.273,0.423,1,"10","Tenm2"
"Spout1.4",8.21388649177819e-05,0.466490156970556,0.646,0.398,1,"10","Spout1"
"Tomm5.4",8.21539752079557e-05,0.313978877981563,0.949,0.849,1,"10","Tomm5"
"Ttc1.4",8.22781417010749e-05,0.450662386715354,0.758,0.485,1,"10","Ttc1"
"Lman2l.4",8.24507216913575e-05,0.559158177722697,0.566,0.342,1,"10","Lman2l"
"Chml.1",8.24864796229926e-05,0.753926385934637,0.283,0.132,1,"10","Chml"
"Alg3",8.2747254888453e-05,0.774432638490638,0.354,0.18,1,"10","Alg3"
"Gatm.9",8.29387801281706e-05,-1.27434701861269,0.697,0.739,1,"10","Gatm"
"Msmo1.5",8.3170492456816e-05,-0.909503914791185,0.515,0.627,1,"10","Msmo1"
"Actr10.4",8.39340433736671e-05,0.346575209857479,0.949,0.773,1,"10","Actr10"
"Homer1.7",8.39690089849338e-05,-1.42519583785732,0.283,0.418,1,"10","Homer1"
"Dock10.6",8.4700704446422e-05,-1.86670599399292,0.172,0.329,1,"10","Dock10"
"Exoc1.4",8.47410643473325e-05,0.427114795558768,0.687,0.432,1,"10","Exoc1"
"4930503L19Rik",8.47780392248827e-05,0.786627318035418,0.263,0.118,1,"10","4930503L19Rik"
"Tmem109.6",8.48766026014878e-05,0.365046703368335,0.848,0.568,1,"10","Tmem109"
"Lrba",8.48876947304436e-05,0.701153694529108,0.384,0.2,1,"10","Lrba"
"Rabl2.5",8.5670259289001e-05,0.778398694663062,0.545,0.339,1,"10","Rabl2"
"Nom1.2",8.59693488341132e-05,0.687055895702951,0.404,0.216,1,"10","Nom1"
"Ppp4r3b.4",8.63577515595963e-05,0.53837442980992,0.596,0.368,1,"10","Ppp4r3b"
"Mrpl44.1",8.7100031012899e-05,0.590531459725897,0.535,0.324,1,"10","Mrpl44"
"Zmym2.2",8.72477989256395e-05,0.464335525665737,0.717,0.45,1,"10","Zmym2"
"Exosc7.4",8.73621449453923e-05,0.503805098384229,0.626,0.369,1,"10","Exosc7"
"Exoc3.1",8.75249624231959e-05,0.459195289249286,0.828,0.565,1,"10","Exoc3"
"Fam118b.3",8.79417687398861e-05,0.595180238292917,0.495,0.28,1,"10","Fam118b"
"Kcmf1",8.81830710772272e-05,0.46414152314489,0.818,0.572,1,"10","Kcmf1"
"Rnf38.3",8.82235527800151e-05,0.503188678581574,0.556,0.314,1,"10","Rnf38"
"Rnf121.3",8.82810057365708e-05,0.648176634420741,0.535,0.33,1,"10","Rnf121"
"Pi4ka.5",8.83177663028736e-05,0.356705561140384,0.97,0.799,1,"10","Pi4ka"
"Ppfia2.8",8.87283752810716e-05,0.398335694333206,0.687,0.409,1,"10","Ppfia2"
"Trp53rka.2",8.88461480363766e-05,0.563586864700687,0.444,0.24,1,"10","Trp53rka"
"Usp10.3",8.91867983427409e-05,0.490491294258632,0.667,0.421,1,"10","Usp10"
"Gtf2e1.1",8.96794965350874e-05,0.634098826728877,0.343,0.172,1,"10","Gtf2e1"
"Spcs2",9.07111030498176e-05,0.354162139999931,0.929,0.767,1,"10","Spcs2"
"Akap10",9.07920289488279e-05,0.761673039625133,0.263,0.118,1,"10","Akap10"
"Eif1ad.5",9.10902320534322e-05,0.506119590204421,0.697,0.46,1,"10","Eif1ad"
"Trub1.2",9.12011583172215e-05,0.712316928784728,0.414,0.22,1,"10","Trub1"
"Hnrnpul2.3",9.14155204811904e-05,0.398005226017904,0.919,0.744,1,"10","Hnrnpul2"
"Golph3l",9.14542130055876e-05,0.571964463351979,0.384,0.193,1,"10","Golph3l"
"Ubqln1.5",9.18949840119995e-05,0.323604239313491,0.949,0.835,1,"10","Ubqln1"
"Mtmr14",9.20299236240643e-05,0.809440054128638,0.394,0.219,1,"10","Mtmr14"
